ne year,month,month_year,country,region,is_aggregate,visitors
2023,Oct,Oct-2023,Iraq,Middle East,False,354
2023,Oct,Oct-2023,Ireland,Europe,False,5222
2023,Oct,Oct-2023,Israel,Europe,False,13043
2023,Oct,Oct-2023,Italy,Europe,False,10724
2023,Oct,Oct-2023,Japan,Asia and the Pacific,False,58205
2023,Oct,Oct-2023,Jordan,Middle East,False,1027
2023,Oct,Oct-2023,Kazakhstan,Europe,False,10837
2023,Oct,Oct-2023,Kenya,Africa,False,395
2023,Oct,Oct-2023,Korea (Republic of),Asia and the Pacific,False,128215
2023,Oct,Oct-2023,Kuwait,Middle East,False,4561
2023,Oct,Oct-2023,Kyrgyzstan,Europe,False,219
2023,Oct,Oct-2023,Laos,Asia and the Pacific,False,82985
2023,Oct,Oct-2023,Latvia,Europe,False,644
2023,Oct,Oct-2023,Lebanon,Middle East,False,266
2023,Oct,Oct-2023,Lithuania,Europe,False,1426
2023,Oct,Oct-2023,Luxembourg,Europe,False,248
2023,Oct,Oct-2023,Macao (China),Asia and the Pacific,False,2591
2023,Oct,Oct-2023,Malaysia,Asia and the Pacific,False,348403
2023,Oct,Oct-2023,Maldives,Asia and the Pacific,False,2357
2023,Oct,Oct-2023,Mauritius,Africa,False,794
2023,Oct,Oct-2023,Mexico,America,False,3367
2023,Oct,Oct-2023,Middle East,Middle East,True,44644
2023,Oct,Oct-2023,Mongolia,Asia and the Pacific,False,734
2023,Oct,Oct-2023,Morocco,Africa,False,679
2023,Oct,Oct-2023,Myanmar,Asia and the Pacific,False,34579
2023,Oct,Oct-2023,Nepal,Asia and the Pacific,False,3774
2023,Oct,Oct-2023,Netherlands,Europe,False,16748
2023,Oct,Oct-2023,New Zealand,Oceania,False,7535
2023,Oct,Oct-2023,North Korea,Asia and the Pacific,False,0
2023,Oct,Oct-2023,North-East Asia,Asia and the Pacific,True,603770
2023,Oct,Oct-2023,Northern Europe,Europe,True,91577
2023,Oct,Oct-2023,Norway,Europe,False,4398
2023,Oct,Oct-2023,Oceania,Oceania,True,67404
2023,Oct,Oct-2023,Oman,Middle East,False,6897
2023,Oct,Oct-2023,Other in Africa,Africa,False,1985
2023,Oct,Oct-2023,Other in America,America,False,972
2023,Oct,Oct-2023,Other in Asia,Asia and the Pacific,False,71
2023,Oct,Oct-2023,Other in Europe,Europe,False,957
2023,Oct,Oct-2023,Other in Middle East,Middle East,False,506
2023,Oct,Oct-2023,Other in Oceania,Oceania,False,423
2023,Oct,Oct-2023,Pakistan,Asia and the Pacific,False,5176
2023,Oct,Oct-2023,Peru,America,False,673
2023,Oct,Oct-2023,Philippines,Asia and the Pacific,False,40895
2023,Oct,Oct-2023,Poland,Europe,False,8289
2023,Oct,Oct-2023,Portugal,Europe,False,3603
2023,Oct,Oct-2023,Qatar,Middle East,False,2941
2023,Oct,Oct-2023,Romania,Europe,False,2945
2023,Oct,Oct-2023,Russian Federation,Europe,False,107511
2023,Oct,Oct-2023,Saudi Arabia,Middle East,False,13508
2023,Oct,Oct-2023,Serbia,Europe,False,309
2023,Oct,Oct-2023,Singapore,Asia and the Pacific,False,78386
2023,Oct,Oct-2023,Slovakia,Europe,False,1174
2023,Oct,Oct-2023,Slovenia,Europe,False,998
2023,Oct,Oct-2023,South  Africa,Africa,False,5296
2023,Oct,Oct-2023,South Asia,Asia and the Pacific,True,176472
2023,Oct,Oct-2023,South-East Asia,Asia and the Pacific,True,766137
2023,Oct,Oct-2023,Southern/Medit. Europe,Europe,True,51894
2023,Oct,Oct-2023,Spain,Europe,False,15691
2023,Oct,Oct-2023,Sri Lanka,Asia and the Pacific,False,3134
2023,Oct,Oct-2023,Sweden,Europe,False,10003
2023,Oct,Oct-2023,Switzerland,Europe,False,12363
2023,Oct,Oct-2023,Taiwan,Asia and the Pacific,False,64785
2023,Oct,Oct-2023,The United States of America,America,False,68563
2023,Oct,Oct-2023,Turkey,Europe,False,5945
2023,Oct,Oct-2023,U.A.E.,Middle East,False,9729
2023,Oct,Oct-2023,Ukraine,Europe,False,2610
2023,Oct,Oct-2023,United Kingdom,Europe,False,60403
2023,Oct,Oct-2023,Uruguay,America,False,156
2023,Oct,Oct-2023,Uzbekistan,Europe,False,2734
2023,Oct,Oct-2023,Vietnam,Asia and the Pacific,False,67761
2023,Oct,Oct-2023,Western Europe,Europe,True,141593
2023,Oct,Oct-2023,Yemen,Middle East,False,757
2023,Nov,Nov-2023,Africa,Africa,True,10149
2023,Nov,Nov-2023,America,America,True,147089
2023,Nov,Nov-2023,Argentina,America,False,1894
2023,Nov,Nov-2023,Asia and the Pacific,Asia and the Pacific,True,1773401
2023,Nov,Nov-2023,Australia,Oceania,False,59684
2023,Nov,Nov-2023,Austria,Europe,False,9621
2023,Nov,Nov-2023,Bahrain,Middle East,False,1870
2023,Nov,Nov-2023,Bangladesh,Asia and the Pacific,False,10602
2023,Nov,Nov-2023,Belarus,Europe,False,1221
2023,Nov,Nov-2023,Belgium,Europe,False,9761
2023,Nov,Nov-2023,Bhutan,Asia and the Pacific,False,1155
2023,Nov,Nov-2023,Brazil,America,False,7393
2023,Nov,Nov-2023,Brunei,Asia and the Pacific,False,1426
2023,Nov,Nov-2023,Bulgaria,Europe,False,1798
2023,Nov,Nov-2023,Cambodia,Asia and the Pacific,False,52138
2023,Nov,Nov-2023,Canada,America,False,23831
2023,Nov,Nov-2023,Central/Eastern Europe,Europe,True,255113
2023,Nov,Nov-2023,Chile,America,False,1493
2023,Nov,Nov-2023,China,Asia and the Pacific,False,310266
2023,Nov,Nov-2023,Colombia,America,False,1320
2023,Nov,Nov-2023,Croatia,Europe,False,810
2023,Nov,Nov-2023,Cyprus,Europe,False,232
2023,Nov,Nov-2023,Czech Republic,Europe,False,6754
2023,Nov,Nov-2023,Denmark,Europe,False,11307
2023,Nov,Nov-2023,Egypt,Middle East,False,1411
2023,Nov,Nov-2023,Estonia,Europe,False,2063
2023,Nov,Nov-2023,Ethiopia,Africa,False,1185
2023,Nov,Nov-2023,Europe,Europe,True,660728
2023,Nov,Nov-2023,Finland,Europe,False,9747
2023,Nov,Nov-2023,France,Europe,False,55828
2023,Nov,Nov-2023,Germany,Europe,False,87850
2023,Nov,Nov-2023,Grand Total,Africa,True,2637077
2023,Nov,Nov-2023,Greece,Europe,False,2256
2023,Nov,Nov-2023,Hong Kong (China),Asia and the Pacific,False,57192
2023,Nov,Nov-2023,Hungary,Europe,False,3238
2023,Nov,Nov-2023,Iceland,Europe,False,341
2023,Nov,Nov-2023,India,Asia and the Pacific,False,148212
2023,Nov,Nov-2023,Indonesia,Asia and the Pacific,False,71481
2023,Nov,Nov-2023,Iran,Asia and the Pacific,False,5442
2023,Nov,Nov-2023,Iraq,Middle East,False,382
2023,Nov,Nov-2023,Ireland,Europe,False,5900
2023,Nov,Nov-2023,Israel,Europe,False,6962
2023,Nov,Nov-2023,Italy,Europe,False,19955
2023,Nov,Nov-2023,Japan,Asia and the Pacific,False,87230
2023,Nov,Nov-2023,Jordan,Middle East,False,764
2023,Nov,Nov-2023,Kazakhstan,Europe,False,21842
2023,Nov,Nov-2023,Kenya,Africa,False,367
2023,Nov,Nov-2023,Korea (Republic of),Asia and the Pacific,False,147198
2023,Nov,Nov-2023,Kuwait,Middle East,False,4024
2023,Nov,Nov-2023,Kyrgyzstan,Europe,False,522
2023,Nov,Nov-2023,Laos,Asia and the Pacific,False,78147
2023,Nov,Nov-2023,Latvia,Europe,False,1385
2023,Nov,Nov-2023,Lebanon,Middle East,False,314
2023,Nov,Nov-2023,Lithuania,Europe,False,2397
2023,Nov,Nov-2023,Luxembourg,Europe,False,544
2023,Nov,Nov-2023,Macao (China),Asia and the Pacific,False,2384
2023,Nov,Nov-2023,Malaysia,Asia and the Pacific,False,392969
2023,Nov,Nov-2023,Maldives,Asia and the Pacific,False,1942
2023,Nov,Nov-2023,Mauritius,Africa,False,1760
2023,Nov,Nov-2023,Mexico,America,False,5158
2023,Nov,Nov-2023,Middle East,Middle East,True,45710
2023,Nov,Nov-2023,Mongolia,Asia and the Pacific,False,1959
2023,Nov,Nov-2023,Morocco,Africa,False,758
2023,Nov,Nov-2023,Myanmar,Asia and the Pacific,False,34206
2023,Nov,Nov-2023,Nepal,Asia and the Pacific,False,2999
2023,Nov,Nov-2023,Netherlands,Europe,False,22716
2023,Nov,Nov-2023,New Zealand,Oceania,False,7340
2023,Nov,Nov-2023,North Korea,Asia and the Pacific,False,0
2023,Nov,Nov-2023,North-East Asia,Asia and the Pacific,True,672766
2023,Nov,Nov-2023,Northern Europe,Europe,True,134633
2023,Nov,Nov-2023,Norway,Europe,False,7824
2023,Nov,Nov-2023,Oceania,Oceania,True,67431
2023,Nov,Nov-2023,Oman,Middle East,False,6432
2023,Nov,Nov-2023,Other in Africa,Africa,False,2247
2023,Nov,Nov-2023,Other in America,America,False,1278
2023,Nov,Nov-2023,Other in Asia,Asia and the Pacific,False,50
2023,Nov,Nov-2023,Other in Europe,Europe,False,1656
2023,Nov,Nov-2023,Other in Middle East,Middle East,False,552
2023,Nov,Nov-2023,Other in Oceania,Oceania,False,407
2023,Nov,Nov-2023,Pakistan,Asia and the Pacific,False,5265
2023,Nov,Nov-2023,Peru,America,False,819
2023,Nov,Nov-2023,Philippines,Asia and the Pacific,False,43514
2023,Nov,Nov-2023,Poland,Europe,False,21995
2023,Nov,Nov-2023,Portugal,Europe,False,5607
2023,Nov,Nov-2023,Qatar,Middle East,False,1355
2023,Nov,Nov-2023,Romania,Europe,False,4538
2023,Nov,Nov-2023,Russian Federation,Europe,False,177517
2023,Nov,Nov-2023,Saudi Arabia,Middle East,False,21089
2023,Nov,Nov-2023,Serbia,Europe,False,772
2023,Nov,Nov-2023,Singapore,Asia and the Pacific,False,109508
2023,Nov,Nov-2023,Slovakia,Europe,False,2549
2023,Nov,Nov-2023,Slovenia,Europe,False,1006
2023,Nov,Nov-2023,South  Africa,Africa,False,3832
2023,Nov,Nov-2023,South Asia,Asia and the Pacific,True,179748
2023,Nov,Nov-2023,South-East Asia,Asia and the Pacific,True,853406
2023,Nov,Nov-2023,Southern/Medit. Europe,Europe,True,65587
2023,Nov,Nov-2023,Spain,Europe,False,19174
2023,Nov,Nov-2023,Sri Lanka,Asia and the Pacific,False,4131
2023,Nov,Nov-2023,Sweden,Europe,False,17550
2023,Nov,Nov-2023,Switzerland,Europe,False,17419
2023,Nov,Nov-2023,Taiwan,Asia and the Pacific,False,66537
2023,Nov,Nov-2023,The United States of America,America,False,103726
2023,Nov,Nov-2023,Turkey,Europe,False,8813
2023,Nov,Nov-2023,U.A.E.,Middle East,False,6711
2023,Nov,Nov-2023,Ukraine,Europe,False,3673
2023,Nov,Nov-2023,United Kingdom,Europe,False,81964
2023,Nov,Nov-2023,Uruguay,America,False,177
2023,Nov,Nov-2023,Uzbekistan,Europe,False,3621
2023,Nov,Nov-2023,Vietnam,Asia and the Pacific,False,70017
2023,Nov,Nov-2023,Western Europe,Europe,True,203739
2023,Nov,Nov-2023,Yemen,Middle East,False,806
2023,Dec,Dec-2023,Africa,Africa,True,18687
2023,Dec,Dec-2023,America,America,True,160267
2023,Dec,Dec-2023,Argentina,America,False,2335
2023,Dec,Dec-2023,Asia and the Pacific,Asia and the Pacific,True,2218326
2023,Dec,Dec-2023,Australia,Oceania,False,73624
2023,Dec,Dec-2023,Austria,Europe,False,12668
2023,Dec,Dec-2023,Bahrain,Middle East,False,2118
2023,Dec,Dec-2023,Bangladesh,Asia and the Pacific,False,14892
2023,Dec,Dec-2023,Belarus,Europe,False,1531
2023,Dec,Dec-2023,Belgium,Europe,False,9814
2023,Dec,Dec-2023,Bhutan,Asia and the Pacific,False,2394
2023,Dec,Dec-2023,Brazil,America,False,8048
2023,Dec,Dec-2023,Brunei,Asia and the Pacific,False,2632
2023,Dec,Dec-2023,Bulgaria,Europe,False,2461
2023,Dec,Dec-2023,Cambodia,Asia and the Pacific,False,53996
2023,Dec,Dec-2023,Canada,America,False,27358
2023,Dec,Dec-2023,Central/Eastern Europe,Europe,True,301431
2023,Dec,Dec-2023,Chile,America,False,1328
2023,Dec,Dec-2023,China,Asia and the Pacific,False,425941
2023,Dec,Dec-2023,Colombia,America,False,1142
2023,Dec,Dec-2023,Croatia,Europe,False,1512
2023,Dec,Dec-2023,Cyprus,Europe,False,383
2023,Dec,Dec-2023,Czech Republic,Europe,False,8160
2023,Dec,Dec-2023,Denmark,Europe,False,14238
2023,Dec,Dec-2023,Egypt,Middle East,False,1742
2023,Dec,Dec-2023,Estonia,Europe,False,2850
2023,Dec,Dec-2023,Ethiopia,Africa,False,1344
2023,Dec,Dec-2023,Europe,Europe,True,816116
2023,Dec,Dec-2023,Finland,Europe,False,14203
2023,Dec,Dec-2023,France,Europe,False,63425
2023,Dec,Dec-2023,Germany,Europe,False,100942
2023,Dec,Dec-2023,Grand Total,Africa,True,3261257
2023,Dec,Dec-2023,Greece,Europe,False,2860
2023,Dec,Dec-2023,Hong Kong (China),Asia and the Pacific,False,71281
2023,Dec,Dec-2023,Hungary,Europe,False,5469
2023,Dec,Dec-2023,Iceland,Europe,False,1043
2023,Dec,Dec-2023,India,Asia and the Pacific,False,176201
2023,Dec,Dec-2023,Indonesia,Asia and the Pacific,False,82088
2023,Dec,Dec-2023,Iran,Asia and the Pacific,False,4883
2023,Dec,Dec-2023,Iraq,Middle East,False,603
2023,Dec,Dec-2023,Ireland,Europe,False,7793
2023,Dec,Dec-2023,Israel,Europe,False,10848
2023,Dec,Dec-2023,Italy,Europe,False,31296
2023,Dec,Dec-2023,Japan,Asia and the Pacific,False,85271
2023,Dec,Dec-2023,Jordan,Middle East,False,1023
2023,Dec,Dec-2023,Kazakhstan,Europe,False,27221
2023,Dec,Dec-2023,Kenya,Africa,False,805
2023,Dec,Dec-2023,Korea (Republic of),Asia and the Pacific,False,191643
2023,Dec,Dec-2023,Kuwait,Middle East,False,4425
2023,Dec,Dec-2023,Kyrgyzstan,Europe,False,1157
2023,Dec,Dec-2023,Laos,Asia and the Pacific,False,88727
2023,Dec,Dec-2023,Latvia,Europe,False,1532
2023,Dec,Dec-2023,Lebanon,Middle East,False,668
2023,Dec,Dec-2023,Lithuania,Europe,False,3014
2023,Dec,Dec-2023,Luxembourg,Europe,False,634
2023,Dec,Dec-2023,Macao (China),Asia and the Pacific,False,3528
2023,Dec,Dec-2023,Malaysia,Asia and the Pacific,False,547243
2023,Dec,Dec-2023,Maldives,Asia and the Pacific,False,3072
2023,Dec,Dec-2023,Mauritius,Africa,False,1740
2023,Dec,Dec-2023,Mexico,America,False,3354
2023,Dec,Dec-2023,Middle East,Middle East,True,47861
2023,Dec,Dec-2023,Mongolia,Asia and the Pacific,False,5077
2023,Dec,Dec-2023,Morocco,Africa,False,1010
2023,Dec,Dec-2023,Myanmar,Asia and the Pacific,False,46045
2023,Dec,Dec-2023,Nepal,Asia and the Pacific,False,3129
2023,Dec,Dec-2023,Netherlands,Europe,False,23878
2023,Dec,Dec-2023,New Zealand,Oceania,False,9385
2023,Dec,Dec-2023,North Korea,Asia and the Pacific,False,1
2023,Dec,Dec-2023,North-East Asia,Asia and the Pacific,True,855642
2023,Dec,Dec-2023,Northern Europe,Europe,True,198834
2023,Dec,Dec-2023,Norway,Europe,False,13196
2023,Dec,Dec-2023,Oceania,Oceania,True,83509
2023,Dec,Dec-2023,Oman,Middle East,False,5474
2023,Dec,Dec-2023,Other in Africa,Africa,False,3094
2023,Dec,Dec-2023,Other in America,America,False,1120
2023,Dec,Dec-2023,Other in Asia,Asia and the Pacific,False,135
2023,Dec,Dec-2023,Other in Europe,Europe,False,2563
2023,Dec,Dec-2023,Other in Middle East,Middle East,False,650
2023,Dec,Dec-2023,Other in Oceania,Oceania,False,500
2023,Dec,Dec-2023,Pakistan,Asia and the Pacific,False,7303
2023,Dec,Dec-2023,Peru,America,False,584
2023,Dec,Dec-2023,Philippines,Asia and the Pacific,False,44380
2023,Dec,Dec-2023,Poland,Europe,False,19829
2023,Dec,Dec-2023,Portugal,Europe,False,5539
2023,Dec,Dec-2023,Qatar,Middle East,False,2792
2023,Dec,Dec-2023,Romania,Europe,False,7367
2023,Dec,Dec-2023,Russian Federation,Europe,False,205810
2023,Dec,Dec-2023,Saudi Arabia,Middle East,False,12180
2023,Dec,Dec-2023,Serbia,Europe,False,1243
2023,Dec,Dec-2023,Singapore,Asia and the Pacific,False,128737
2023,Dec,Dec-2023,Slovakia,Europe,False,3484
2023,Dec,Dec-2023,Slovenia,Europe,False,1502
2023,Dec,Dec-2023,South  Africa,Africa,False,10694
2023,Dec,Dec-2023,South Asia,Asia and the Pacific,True,216110
2023,Dec,Dec-2023,South-East Asia,Asia and the Pacific,True,1062930
2023,Dec,Dec-2023,Southern/Medit. Europe,Europe,True,78263
2023,Dec,Dec-2023,Spain,Europe,False,13665
2023,Dec,Dec-2023,Sri Lanka,Asia and the Pacific,False,4236
2023,Dec,Dec-2023,Sweden,Europe,False,36743
2023,Dec,Dec-2023,Switzerland,Europe,False,23664
2023,Dec,Dec-2023,Taiwan,Asia and the Pacific,False,72900
2023,Dec,Dec-2023,The United States of America,America,False,114811
2023,Dec,Dec-2023,Turkey,Europe,False,9415
2023,Dec,Dec-2023,U.A.E.,Middle East,False,15477
2023,Dec,Dec-2023,Ukraine,Europe,False,5660
2023,Dec,Dec-2023,United Kingdom,Europe,False,111618
2023,Dec,Dec-2023,Uruguay,America,False,187
2023,Dec,Dec-2023,Uzbekistan,Europe,False,5886
2023,Dec,Dec-2023,Vietnam,Asia and the Pacific,False,69082
2023,Dec,Dec-2023,Western Europe,Europe,True,235025
2023,Dec,Dec-2023,Yemen,Middle East,False,709
2024,Jan,Jan-2024,Africa,Africa,True,9731
2024,Jan,Jan-2024,America,America,True,146288
2024,Jan,Jan-2024,Argentina,America,False,3940
2024,Jan,Jan-2024,Asia and the Pacific,Asia and the Pacific,True,1955313
2024,Jan,Jan-2024,Australia,Oceania,False,65905
2024,Jan,Jan-2024,Austria,Europe,False,15455
2024,Jan,Jan-2024,Bahrain,Middle East,False,1724
2024,Jan,Jan-2024,Bangladesh,Asia and the Pacific,False,13469
2024,Jan,Jan-2024,Belarus,Europe,False,2130
2024,Jan,Jan-2024,Belgium,Europe,False,10781
2024,Jan,Jan-2024,Bhutan,Asia and the Pacific,False,3161
2024,Jan,Jan-2024,Brazil,America,False,6853
2024,Jan,Jan-2024,Brunei,Asia and the Pacific,False,1142
2024,Jan,Jan-2024,Bulgaria,Europe,False,3030
2024,Jan,Jan-2024,Cambodia,Asia and the Pacific,False,47963
2024,Jan,Jan-2024,Canada,America,False,31004
2024,Jan,Jan-2024,Central/Eastern Europe,Europe,True,338388
2024,Jan,Jan-2024,Chile,America,False,1885
2024,Jan,Jan-2024,China,Asia and the Pacific,False,508563
2024,Jan,Jan-2024,Colombia,America,False,941
2024,Jan,Jan-2024,Croatia,Europe,False,1483
2024,Jan,Jan-2024,Cyprus,Europe,False,428
2024,Jan,Jan-2024,Czech Republic,Europe,False,10648
2024,Jan,Jan-2024,Denmark,Europe,False,24472
2024,Jan,Jan-2024,Egypt,Middle East,False,1204
2024,Jan,Jan-2024,Estonia,Europe,False,3347
2024,Jan,Jan-2024,Ethiopia,Africa,False,1040
2024,Jan,Jan-2024,Europe,Europe,True,879741
2024,Jan,Jan-2024,Finland,Europe,False,17235
2024,Jan,Jan-2024,France,Europe,False,86504
2024,Jan,Jan-2024,Germany,Europe,False,95817
2024,Jan,Jan-2024,Grand Total,Africa,True,3035296
2024,Jan,Jan-2024,Greece,Europe,False,3031
2024,Jan,Jan-2024,Hong Kong (China),Asia and the Pacific,False,47831
2024,Jan,Jan-2024,Hungary,Europe,False,7556
2024,Jan,Jan-2024,Iceland,Europe,False,603
2024,Jan,Jan-2024,India,Asia and the Pacific,False,162831
2024,Jan,Jan-2024,Indonesia,Asia and the Pacific,False,70785
2024,Jan,Jan-2024,Iran,Asia and the Pacific,False,4823
2024,Jan,Jan-2024,Iraq,Middle East,False,391
2024,Jan,Jan-2024,Ireland,Europe,False,7217
2024,Jan,Jan-2024,Israel,Europe,False,13657
2024,Jan,Jan-2024,Italy,Europe,False,33368
2024,Jan,Jan-2024,Japan,Asia and the Pacific,False,74205
2024,Jan,Jan-2024,Jordan,Middle East,False,732
2024,Jan,Jan-2024,Kazakhstan,Europe,False,30400
2024,Jan,Jan-2024,Kenya,Africa,False,336
2024,Jan,Jan-2024,Korea (Republic of),Asia and the Pacific,False,222571
2024,Jan,Jan-2024,Kuwait,Middle East,False,8600
2024,Jan,Jan-2024,Kyrgyzstan,Europe,False,1506
2024,Jan,Jan-2024,Laos,Asia and the Pacific,False,102319
2024,Jan,Jan-2024,Latvia,Europe,False,1740
2024,Jan,Jan-2024,Lebanon,Middle East,False,351
2024,Jan,Jan-2024,Lithuania,Europe,False,3669
2024,Jan,Jan-2024,Luxembourg,Europe,False,561
2024,Jan,Jan-2024,Macao (China),Asia and the Pacific,False,1947
2024,Jan,Jan-2024,Malaysia,Asia and the Pacific,False,321704
2024,Jan,Jan-2024,Maldives,Asia and the Pacific,False,2031
2024,Jan,Jan-2024,Mauritius,Africa,False,950
2024,Jan,Jan-2024,Mexico,America,False,2660
2024,Jan,Jan-2024,Middle East,Middle East,True,44223
2024,Jan,Jan-2024,Mongolia,Asia and the Pacific,False,8749
2024,Jan,Jan-2024,Morocco,Africa,False,867
2024,Jan,Jan-2024,Myanmar,Asia and the Pacific,False,35742
2024,Jan,Jan-2024,Nepal,Asia and the Pacific,False,3751
2024,Jan,Jan-2024,Netherlands,Europe,False,27442
2024,Jan,Jan-2024,New Zealand,Oceania,False,7315
2024,Jan,Jan-2024,North Korea,Asia and the Pacific,False,0
2024,Jan,Jan-2024,North-East Asia,Asia and the Pacific,True,947242
2024,Jan,Jan-2024,Northern Europe,Europe,True,197416
2024,Jan,Jan-2024,Norway,Europe,False,14747
2024,Jan,Jan-2024,Oceania,Oceania,True,73629
2024,Jan,Jan-2024,Oman,Middle East,False,8114
2024,Jan,Jan-2024,Other in Africa,Africa,False,2057
2024,Jan,Jan-2024,Other in America,America,False,1053
2024,Jan,Jan-2024,Other in Asia,Asia and the Pacific,False,73
2024,Jan,Jan-2024,Other in Europe,Europe,False,2725
2024,Jan,Jan-2024,Other in Middle East,Middle East,False,419
2024,Jan,Jan-2024,Other in Oceania,Oceania,False,409
2024,Jan,Jan-2024,Pakistan,Asia and the Pacific,False,5158
2024,Jan,Jan-2024,Peru,America,False,663
2024,Jan,Jan-2024,Philippines,Asia and the Pacific,False,35418
2024,Jan,Jan-2024,Poland,Europe,False,32708
2024,Jan,Jan-2024,Portugal,Europe,False,3934
2024,Jan,Jan-2024,Qatar,Middle East,False,1841
2024,Jan,Jan-2024,Romania,Europe,False,6025
2024,Jan,Jan-2024,Russian Federation,Europe,False,219167
2024,Jan,Jan-2024,Saudi Arabia,Middle East,False,14166
2024,Jan,Jan-2024,Serbia,Europe,False,1908
2024,Jan,Jan-2024,Singapore,Asia and the Pacific,False,65188
2024,Jan,Jan-2024,Slovakia,Europe,False,3941
2024,Jan,Jan-2024,Slovenia,Europe,False,1512
2024,Jan,Jan-2024,South  Africa,Africa,False,4481
2024,Jan,Jan-2024,South Asia,Asia and the Pacific,True,198708
2024,Jan,Jan-2024,South-East Asia,Asia and the Pacific,True,735661
2024,Jan,Jan-2024,Southern/Medit. Europe,Europe,True,83639
2024,Jan,Jan-2024,Spain,Europe,False,12817
2024,Jan,Jan-2024,Sri Lanka,Asia and the Pacific,False,3484
2024,Jan,Jan-2024,Sweden,Europe,False,38022
2024,Jan,Jan-2024,Switzerland,Europe,False,21013
2024,Jan,Jan-2024,Taiwan,Asia and the Pacific,False,83376
2024,Jan,Jan-2024,The United States of America,America,False,97046
2024,Jan,Jan-2024,Turkey,Europe,False,11501
2024,Jan,Jan-2024,U.A.E.,Middle East,False,6150
2024,Jan,Jan-2024,Ukraine,Europe,False,6316
2024,Jan,Jan-2024,United Kingdom,Europe,False,95120
2024,Jan,Jan-2024,Uruguay,America,False,243
2024,Jan,Jan-2024,Uzbekistan,Europe,False,6205
2024,Jan,Jan-2024,Vietnam,Asia and the Pacific,False,55400
2024,Jan,Jan-2024,Western Europe,Europe,True,257573
2024,Jan,Jan-2024,Yemen,Middle East,False,531
2024,Feb,Feb-2024,Africa,Africa,True,9525
2024,Feb,Feb-2024,America,America,True,138484
2024,Feb,Feb-2024,Argentina,America,False,3003
2024,Feb,Feb-2024,Asia and the Pacific,Asia and the Pacific,True,2319923
2024,Feb,Feb-2024,Australia,Oceania,False,47045
2024,Feb,Feb-2024,Austria,Europe,False,14890
2024,Feb,Feb-2024,Bahrain,Middle East,False,1280
2024,Feb,Feb-2024,Bangladesh,Asia and the Pacific,False,13853
2024,Feb,Feb-2024,Belarus,Europe,False,1913
2024,Feb,Feb-2024,Belgium,Europe,False,11786
2024,Feb,Feb-2024,Bhutan,Asia and the Pacific,False,1639
2024,Feb,Feb-2024,Brazil,America,False,6002
2024,Feb,Feb-2024,Brunei,Asia and the Pacific,False,1328
2024,Feb,Feb-2024,Bulgaria,Europe,False,2747
2024,Feb,Feb-2024,Cambodia,Asia and the Pacific,False,45404
2024,Feb,Feb-2024,Canada,America,False,29786
2024,Feb,Feb-2024,Central/Eastern Europe,Europe,True,310322
2024,Feb,Feb-2024,Chile,America,False,2540
2024,Feb,Feb-2024,China,Asia and the Pacific,False,674558
2024,Feb,Feb-2024,Colombia,America,False,881
2024,Feb,Feb-2024,Croatia,Europe,False,1240
2024,Feb,Feb-2024,Cyprus,Europe,False,352
2024,Feb,Feb-2024,Czech Republic,Europe,False,11209
2024,Feb,Feb-2024,Denmark,Europe,False,24193
2024,Feb,Feb-2024,Egypt,Middle East,False,1181
2024,Feb,Feb-2024,Estonia,Europe,False,3274
2024,Feb,Feb-2024,Ethiopia,Africa,False,1239
2024,Feb,Feb-2024,Europe,Europe,True,849024
2024,Feb,Feb-2024,Finland,Europe,False,13511
2024,Feb,Feb-2024,France,Europe,False,105918
2024,Feb,Feb-2024,Germany,Europe,False,103746
2024,Feb,Feb-2024,Grand Total,Africa,True,3352302
2024,Feb,Feb-2024,Greece,Europe,False,2144
2024,Feb,Feb-2024,Hong Kong (China),Asia and the Pacific,False,67278
2024,Feb,Feb-2024,Hungary,Europe,False,5946
2024,Feb,Feb-2024,Iceland,Europe,False,431
2024,Feb,Feb-2024,India,Asia and the Pacific,False,148992
2024,Feb,Feb-2024,Indonesia,Asia and the Pacific,False,77579
2024,Feb,Feb-2024,Iran,Asia and the Pacific,False,4606
2024,Feb,Feb-2024,Iraq,Middle East,False,504
2024,Feb,Feb-2024,Ireland,Europe,False,6045
2024,Feb,Feb-2024,Israel,Europe,False,17350
2024,Feb,Feb-2024,Italy,Europe,False,26388
2024,Feb,Feb-2024,Japan,Asia and the Pacific,False,104086
2024,Feb,Feb-2024,Jordan,Middle East,False,882
2024,Feb,Feb-2024,Kazakhstan,Europe,False,27682
2024,Feb,Feb-2024,Kenya,Africa,False,243
2024,Feb,Feb-2024,Korea (Republic of),Asia and the Pacific,False,189727
2024,Feb,Feb-2024,Kuwait,Middle East,False,4506
2024,Feb,Feb-2024,Kyrgyzstan,Europe,False,1050
2024,Feb,Feb-2024,Laos,Asia and the Pacific,False,100613
2024,Feb,Feb-2024,Latvia,Europe,False,1494
2024,Feb,Feb-2024,Lebanon,Middle East,False,464
2024,Feb,Feb-2024,Lithuania,Europe,False,3952
2024,Feb,Feb-2024,Luxembourg,Europe,False,612
2024,Feb,Feb-2024,Macao (China),Asia and the Pacific,False,3424
2024,Feb,Feb-2024,Malaysia,Asia and the Pacific,False,501120
2024,Feb,Feb-2024,Maldives,Asia and the Pacific,False,1934
2024,Feb,Feb-2024,Mauritius,Africa,False,1049
