year,month,province,occupancy_rate,total_guests,total_visitors,thai_visitors,foreign_visitors,total_revenue,thai_revenue,foreign_revenue
2566,Apr,กระบี่,75.65,303549.0,396348.0,224947.0,171401.0,6981.72,2878.09,4103.63
2566,Apr,กรุงเทพมหานคร,78.79,2625027.0,4679594.0,2789539.0,1890055.0,71888.85,26871.5,45017.35
2566,Apr,กาญจนบุรี,62.83,293182.0,1253110.0,1228457.0,24653.0,3022.9100000000003,2905.13,117.78
2566,Apr,กาฬสินธุ์,57.82,26092.0,80090.0,77783.0,2307.0,136.61,131.62,4.99
2566,Apr,กำแพงเพชร,36.42,31991.0,66314.0,63925.0,2389.0,140.68,135.35,5.33
2566,Apr,ขอนแก่น,58.3,168829.0,334386.0,324234.0,10152.0,1093.59,1056.26,37.33
2566,Apr,จันทบุรี,69.51,131902.0,367409.0,364893.0,2516.0,1679.0600000000002,1662.93,16.13
2566,Apr,ฉะเชิงเทรา,40.38,29494.0,477713.0,475918.0,1795.0,690.24,685.95,4.29
2566,Apr,ชลบุรี,72.02,1291975.0,1964973.0,1152479.0,812494.0,26601.37,7278.19,19323.18
2566,Apr,ชัยนาท,44.12,18856.0,82827.0,82120.0,707.0,130.33,129.24,1.09
2566,Apr,ชัยภูมิ,53.5,60349.0,130769.0,130258.0,511.0,176.24,174.87,1.37
2566,Apr,ชุมพร,61.64,97081.0,137044.0,135839.0,1205.0,470.34,466.39,3.95
2566,Apr,ตรัง,69.95,92811.0,159094.0,153626.0,5468.0,804.6899999999999,756.14,48.55
2566,Apr,ตราด,62.18,156047.0,188254.0,168322.0,19932.0,1470.99,1159.33,311.66
2566,Apr,ตาก,57.08,128855.0,189228.0,185263.0,3965.0,608.4699999999999,593.29,15.18
2566,Apr,นครนายก,57.24,94764.0,151271.0,150406.0,865.0,423.01,419.84,3.17
2566,Apr,นครปฐม,46.41,71470.0,285788.0,279388.0,6400.0,438.7,423.56,15.14
2566,Apr,นครพนม,74.52,65350.0,179917.0,168026.0,11891.0,323.97,300.7,23.27
2566,Apr,นครราชสีมา,64.9,385795.0,646312.0,634471.0,11841.0,1569.22,1524.15,45.07
2566,Apr,นครศรีธรรมราช,70.9,187667.0,339348.0,335446.0,3902.0,1104.61,1086.1,18.51
2566,Apr,นครสวรรค์,55.18,90894.0,230353.0,229385.0,968.0,592.5,590.09,2.41
2566,Apr,นนทบุรี,50.98,80948.0,277394.0,258984.0,18410.0,496.49,453.91,42.58
2566,Apr,นราธิวาส,51.6,34437.0,70797.0,20632.0,50165.0,232.2,59.84,172.36
2566,Apr,น่าน,74.36,95223.0,137620.0,136105.0,1515.0,426.49,419.12,7.37
2566,Apr,บึงกาฬ,53.87,33697.0,72728.0,69420.0,3308.0,135.89,128.68,7.21
2566,Apr,บุรีรัมย์,74.48,141272.0,288768.0,284799.0,3969.0,587.7,576.59,11.11
2566,Apr,ปทุมธานี,42.8,57455.0,232202.0,209379.0,22823.0,371.61,318.31,53.3
2566,Apr,ประจวบศิรีขันธ์,79.64,531349.0,1020590.0,977438.0,43152.0,4115.3,3650.88,464.42
2566,Apr,ปราจีนบุรี,44.45,62858.0,110457.0,110083.0,374.0,320.5,318.9,1.6
2566,Apr,ปัตตานี,40.31,16454.0,26569.0,20392.0,6177.0,82.55,70.06,12.49
2566,Apr,พระนครศรีอยุธยา,56.44,81550.0,833911.0,716686.0,117225.0,1906.34,1594.91,311.43
2566,Apr,พะเยา,64.52,42473.0,81782.0,78850.0,2932.0,182.7,174.84,7.86
2566,Apr,พังงา,68.29,115255.0,298770.0,144080.0,154690.0,3807.72,1242.6,2565.12
2566,Apr,พัทลุง,61.93,44352.0,77765.0,75820.0,1945.0,176.48999999999998,170.98,5.51
2566,Apr,พิจิตร,50.49,29536.0,65393.0,65263.0,130.0,116.07,115.82,0.25
2566,Apr,พิษณุโลก,43.83,120290.0,256903.0,246844.0,10059.0,650.4499999999999,619.64,30.81
2566,Apr,ภูเก็ต,83.62,946459.0,1057691.0,258774.0,798917.0,40097.87,2662.25,37435.62
2566,Apr,มหาสารคาม,52.91,31651.0,77084.0,76155.0,929.0,136.04000000000002,132.99,3.05
2566,Apr,มุกดาหาร,43.26,35070.0,136801.0,125923.0,10878.0,236.35,209.7,26.65
2566,Apr,ยะลา,78.48,96747.0,160911.0,92014.0,68897.0,605.36,258.48,346.88
2566,Apr,ยโสธร,41.2,11386.0,44064.0,43839.0,225.0,70.7,70.12,0.58
2566,Apr,ระนอง,56.57,48996.0,90822.0,88485.0,2337.0,286.63,276.68,9.95
2566,Apr,ระยอง,71.59,288841.0,451505.0,392795.0,58710.0,2072.58,1547.66,524.92
2566,Apr,ราชบุรี,54.41,84332.0,204686.0,195234.0,9452.0,381.66,359.73,21.93
2566,Apr,ร้อยเอ็ด,47.4,35054.0,72169.0,70945.0,1224.0,116.82,113.95,2.87
2566,Apr,ลพบุรี,53.49,65989.0,344971.0,343403.0,1568.0,583.73,579.96,3.77
2566,Apr,ลำปาง,49.31,56061.0,123918.0,118948.0,4970.0,383.17,360.25,22.92
2566,Apr,ลำพูน,43.72,22903.0,99431.0,93056.0,6375.0,143.87,130.41,13.46
2566,Apr,ศรีษะเกษ,47.75,28506.0,73835.0,73406.0,429.0,105.86,104.79,1.07
2566,Apr,สกลนคร,42.56,49008.0,123921.0,123053.0,868.0,211.7,208.84,2.86
2566,Apr,สงขลา,70.91,296956.0,468551.0,234848.0,233703.0,3634.63,1626.13,2008.5
2566,Apr,สตูล,72.94,102212.0,208933.0,186678.0,22255.0,1070.34,953.86,116.48
2566,Apr,สมุทรปราการ,50.73,101892.0,311817.0,236219.0,75598.0,611.66,396.12,215.54
2566,Apr,สมุทรสงคราม,54.89,60309.0,556306.0,540395.0,15911.0,684.63,656.57,28.06
2566,Apr,สมุทรสาคร,38.92,25623.0,95740.0,94325.0,1415.0,173.69,170.49,3.2
2566,Apr,สระบุรี,60.95,88103.0,353408.0,349637.0,3771.0,619.7099999999999,612.56,7.15
2566,Apr,สระแก้ว,44.38,40115.0,112397.0,101819.0,10578.0,363.11,335.71,27.4
2566,Apr,สิงห์บุรี,45.29,15037.0,66000.0,65493.0,507.0,91.36,90.52,0.84
2566,Apr,สุพรรณบุรี,58.1,82936.0,458817.0,455236.0,3581.0,822.25,811.69,10.56
2566,Apr,สุราษฎร์ธานี,77.6,470232.0,636650.0,318675.0,317975.0,9442.01,2598.5,6843.51
2566,Apr,สุรินทร์,49.62,62777.0,92315.0,89376.0,2939.0,190.48,180.46,10.02
2566,Apr,สุโขทัย,29.58,44072.0,107551.0,91388.0,16163.0,240.55,192.31,48.24
2566,Apr,หนองคาย,69.37,93217.0,289528.0,204602.0,84926.0,681.71,496.15,185.56
2566,Apr,หนองบัวลำภู,31.74,7854.0,21564.0,21291.0,273.0,25.9,25.45,0.45
2566,Apr,อำนาจเจริญ,34.08,5846.0,20406.0,19810.0,596.0,27.84,26.82,1.02
2566,Apr,อุดรธานี,65.66,159072.0,387493.0,299127.0,88366.0,1016.81,749.17,267.64
2566,Apr,อุตรดิตถ์,45.86,46147.0,79877.0,79354.0,523.0,167.08,166.24,0.84
2566,Apr,อุทัยธานี,47.29,29462.0,80116.0,80020.0,96.0,134.9,134.75,0.15
2566,Apr,อุบลราชธานี,50.27,88444.0,240997.0,238407.0,2590.0,640.3199999999999,632.67,7.65
2566,Apr,อ่างทอง,51.93,13360.0,95494.0,94672.0,822.0,126.63,125.48,1.15
2566,Apr,เชียงราย,66.72,359688.0,494575.0,434177.0,60398.0,3598.65,2944.29,654.36
2566,Apr,เชียงใหม่,67.3,581407.0,837844.0,634855.0,202989.0,7213.290000000001,4982.93,2230.36
2566,Apr,เพชรบุรี,73.05,360478.0,978559.0,965410.0,13149.0,2834.55,2697.78,136.77
2566,Apr,เพชรบูรณ์,38.29,150446.0,197549.0,193032.0,4517.0,678.46,664.0,14.46
2566,Apr,เลย,55.46,106793.0,176467.0,173852.0,2615.0,389.5100000000001,379.91,9.6
2566,Apr,แพร่,67.54,49603.0,105864.0,104788.0,1076.0,248.32,245.48,2.84
2566,Apr,แม่ฮ่องสอน,44.92,80023.0,92299.0,74004.0,18295.0,454.01,334.39,119.62
2566,Aug,กระบี่,63.81,260214.0,358309.0,181039.0,177270.0,6233.360000000001,2233.01,4000.35
2566,Aug,กรุงเทพมหานคร,77.84,2795329.0,4901802.0,2666551.0,2235251.0,77688.97,23941.35,53747.62
2566,Aug,กาญจนบุรี,68.27,290627.0,1247534.0,1219257.0,28277.0,2930.38,2816.07,114.31
2566,Aug,กาฬสินธุ์,49.2,23693.0,64111.0,62415.0,1696.0,99.31,94.89,4.42
2566,Aug,กำแพงเพชร,32.84,29202.0,62701.0,60954.0,1747.0,131.92000000000002,128.15,3.77
2566,Aug,ขอนแก่น,53.81,171670.0,311011.0,304355.0,6656.0,1059.91,1040.44,19.47
2566,Aug,จันทบุรี,54.0,99997.0,354583.0,353029.0,1554.0,1290.09,1282.78,7.31
2566,Aug,ฉะเชิงเทรา,40.34,30097.0,469081.0,467627.0,1454.0,619.55,615.88,3.67
2566,Aug,ชลบุรี,80.52,1364628.0,2269565.0,1302498.0,967067.0,25372.71,7579.15,17793.56
2566,Aug,ชัยนาท,48.59,20116.0,94271.0,93732.0,539.0,154.43,153.52,0.91
2566,Aug,ชัยภูมิ,69.34,77912.0,125163.0,124629.0,534.0,203.95,202.5,1.45
2566,Aug,ชุมพร,54.71,90954.0,132035.0,129982.0,2053.0,495.29,485.88,9.41
2566,Aug,ตรัง,45.34,57817.0,101768.0,98364.0,3404.0,553.0899999999999,528.03,25.06
2566,Aug,ตราด,45.65,121003.0,152911.0,125884.0,27027.0,1196.39,796.52,399.87
2566,Aug,ตาก,58.23,129864.0,168138.0,164866.0,3272.0,560.74,547.09,13.65
2566,Aug,นครนายก,61.09,100226.0,163319.0,162214.0,1105.0,429.39,425.52,3.87
2566,Aug,นครปฐม,52.25,80247.0,388644.0,382289.0,6355.0,569.18,556.43,12.75
2566,Aug,นครพนม,78.04,70196.0,177893.0,168769.0,9124.0,334.98,316.94,18.04
2566,Aug,นครราชสีมา,71.78,430654.0,713137.0,697262.0,15875.0,1717.85,1664.88,52.97
2566,Aug,นครศรีธรรมราช,69.63,197445.0,364759.0,360047.0,4712.0,1242.09,1217.56,24.53
2566,Aug,นครสวรรค์,49.52,84298.0,177853.0,176743.0,1110.0,519.78,517.11,2.67
2566,Aug,นนทบุรี,56.89,95202.0,334922.0,319722.0,15200.0,562.42,519.67,42.75
2566,Aug,นราธิวาส,58.66,40004.0,61238.0,30360.0,30878.0,283.23,122.44,160.79
2566,Aug,น่าน,61.47,75256.0,104768.0,103498.0,1270.0,288.52,282.01,6.51
2566,Aug,บึงกาฬ,51.3,33387.0,73874.0,71439.0,2435.0,136.74,131.15,5.59
2566,Aug,บุรีรัมย์,70.78,134651.0,262313.0,259159.0,3154.0,655.2,644.19,11.01
2566,Aug,ปทุมธานี,48.59,65853.0,261650.0,233554.0,28096.0,405.76,349.15,56.61
2566,Aug,ประจวบศิรีขันธ์,65.94,428710.0,856912.0,810353.0,46559.0,3468.7,2981.46,487.24
2566,Aug,ปราจีนบุรี,44.68,61395.0,110509.0,109962.0,547.0,306.03,303.96,2.07
2566,Aug,ปัตตานี,52.32,22134.0,44286.0,33346.0,10940.0,136.37,109.16,27.21
2566,Aug,พระนครศรีอยุธยา,56.87,80829.0,877199.0,736853.0,140346.0,1894.72,1556.08,338.64
2566,Aug,พะเยา,53.65,37204.0,70455.0,68164.0,2291.0,166.34,160.07,6.27
2566,Aug,พังงา,52.55,89943.0,235266.0,83750.0,151516.0,3045.45,545.54,2499.91
2566,Aug,พัทลุง,64.73,46532.0,99529.0,97100.0,2429.0,238.41,231.94,6.47
2566,Aug,พิจิตร,47.65,28633.0,62862.0,62741.0,121.0,116.63,116.41,0.22
2566,Aug,พิษณุโลก,47.93,129516.0,231729.0,222298.0,9431.0,640.2,608.14,32.06
2566,Aug,ภูเก็ต,68.15,839133.0,919435.0,266251.0,653184.0,35473.95,3303.29,32170.66
2566,Aug,มหาสารคาม,48.08,26212.0,44816.0,43971.0,845.0,79.31,76.72,2.59
2566,Aug,มุกดาหาร,37.85,31635.0,125244.0,115490.0,9754.0,224.49,201.54,22.95
2566,Aug,ยะลา,75.49,84374.0,152981.0,94070.0,58911.0,529.9300000000001,262.17,267.76
2566,Aug,ยโสธร,44.3,11996.0,49046.0,48643.0,403.0,76.62,75.76,0.86
2566,Aug,ระนอง,52.03,53736.0,72817.0,70123.0,2694.0,271.14,257.7,13.44
2566,Aug,ระยอง,76.42,280838.0,443458.0,375746.0,67712.0,2057.4300000000003,1578.42,479.01
2566,Aug,ราชบุรี,53.73,83095.0,203770.0,194849.0,8921.0,385.91,362.85,23.06
2566,Aug,ร้อยเอ็ด,41.69,28023.0,60809.0,59771.0,1038.0,103.28,101.11,2.17
2566,Aug,ลพบุรี,48.76,58565.0,338402.0,337269.0,1133.0,510.5,507.94,2.56
2566,Aug,ลำปาง,50.8,57197.0,126327.0,119877.0,6450.0,410.3,381.19,29.11
2566,Aug,ลำพูน,48.84,25667.0,107819.0,103190.0,4629.0,154.79,143.5,11.29
2566,Aug,ศรีษะเกษ,50.12,31368.0,91096.0,90696.0,400.0,148.83999999999995,147.67,1.17
2566,Aug,สกลนคร,43.48,46982.0,117709.0,115811.0,1898.0,196.53,190.66,5.87
2566,Aug,สงขลา,69.94,313694.0,429835.0,221493.0,208342.0,3565.08,1602.81,1962.27
2566,Aug,สตูล,61.59,85367.0,175749.0,160361.0,15388.0,836.65,764.16,72.49
2566,Aug,สมุทรปราการ,51.36,105043.0,283852.0,212904.0,70948.0,602.72,379.33,223.39
2566,Aug,สมุทรสงคราม,54.92,61456.0,396561.0,382415.0,14146.0,554.02,531.76,22.26
2566,Aug,สมุทรสาคร,43.85,31463.0,108490.0,107842.0,648.0,184.36,182.99,1.37
2566,Aug,สระบุรี,54.12,78396.0,371336.0,367983.0,3353.0,610.7,604.13,6.57
2566,Aug,สระแก้ว,48.69,43956.0,123495.0,111939.0,11556.0,376.96,347.77,29.19
2566,Aug,สิงห์บุรี,53.9,17850.0,68329.0,67863.0,466.0,101.76,100.89,0.87
2566,Aug,สุพรรณบุรี,52.87,71171.0,422084.0,418501.0,3583.0,863.73,852.76,10.97
2566,Aug,สุราษฎร์ธานี,71.86,453322.0,642586.0,367069.0,275517.0,8414.41,2783.35,5631.06
2566,Aug,สุรินทร์,47.67,63306.0,88837.0,86323.0,2514.0,203.72,195.0,8.72
2566,Aug,สุโขทัย,32.8,47407.0,98152.0,77122.0,21030.0,249.47,187.38,62.09
2566,Aug,หนองคาย,62.69,84634.0,245072.0,182161.0,62911.0,506.05,372.46,133.59
2566,Aug,หนองบัวลำภู,39.71,8844.0,24241.0,23980.0,261.0,31.020000000000003,30.51,0.51
2566,Aug,อำนาจเจริญ,33.8,5884.0,21491.0,21004.0,487.0,27.35,26.44,0.91
2566,Aug,อุดรธานี,62.3,150267.0,339484.0,265982.0,73502.0,913.91,712.89,201.02
2566,Aug,อุตรดิตถ์,42.8,43840.0,81009.0,80594.0,415.0,171.33,170.61,0.72
2566,Aug,อุทัยธานี,47.16,28715.0,80653.0,80541.0,112.0,133.67999999999998,133.45,0.23
2566,Aug,อุบลราชธานี,53.01,100181.0,259307.0,256163.0,3144.0,639.74,631.76,7.98
2566,Aug,อ่างทอง,50.91,12882.0,95727.0,95001.0,726.0,131.51,130.54,0.97
2566,Aug,เชียงราย,61.36,331636.0,418803.0,366369.0,52434.0,3151.13,2584.14,566.99
2566,Aug,เชียงใหม่,67.58,620150.0,756501.0,527346.0,229155.0,7269.44,4512.42,2757.02
2566,Aug,เพชรบุรี,63.63,307453.0,809570.0,789438.0,20132.0,2761.71,2597.46,164.25
2566,Aug,เพชรบูรณ์,43.28,160179.0,190456.0,187676.0,2780.0,670.86,659.59,11.27
2566,Aug,เลย,69.31,131637.0,216996.0,214353.0,2643.0,496.85,486.94,9.91
2566,Aug,แพร่,58.41,44424.0,101801.0,100686.0,1115.0,239.47,236.62,2.85
2566,Aug,แม่ฮ่องสอน,47.79,88333.0,95004.0,75457.0,19547.0,489.52,358.96,130.56
2566,Dec,กระบี่,78.37,308372.0,478488.0,172764.0,305724.0,7042.1500000000015,2042.8300000000015,4999.319999999999
2566,Dec,กรุงเทพมหานคร,81.66,3029961.0,5164019.0,2984695.0,2179324.0,83453.61000000004,23040.800000000003,60412.81000000003
2566,Dec,กาญจนบุรี,70.17,313647.0,1303928.0,1267688.0,36240.0,3048.97,2901.79,147.18
2566,Dec,กาฬสินธุ์,51.62,24258.0,73915.0,71413.0,2502.0,115.88999999999992,109.60999999999996,6.280000000000001
2566,Dec,กำแพงเพชร,45.87,39060.0,89528.0,86438.0,3090.0,186.33,179.2,7.129999999999999
2566,Dec,ขอนแก่น,69.97,197655.0,403468.0,393766.0,9702.0,1237.9299999999998,1211.9499999999998,25.980000000000004
2566,Dec,จันทบุรี,57.53,106861.0,305685.0,303649.0,2036.0,1179.9499999999998,1170.5899999999997,9.36
2566,Dec,ฉะเชิงเทรา,48.33,38323.0,565276.0,563047.0,2229.0,768.3299999999999,762.6299999999999,5.6999999999999975
2566,Dec,ชลบุรี,86.28,1598786.0,2453362.0,1534753.0,918609.0,28670.039999999997,10307.819999999996,18362.22
2566,Dec,ชัยนาท,54.51,22662.0,105408.0,104908.0,500.0,172.06999999999994,171.14999999999992,0.92
2566,Dec,ชัยภูมิ,66.56,81044.0,163305.0,162768.0,537.0,259.7100000000001,258.12000000000006,1.59
2566,Dec,ชุมพร,63.44,107591.0,156888.0,153995.0,2893.0,603.2,591.31,11.889999999999995
2566,Dec,ตรัง,61.39,79161.0,140879.0,133012.0,7867.0,606.8800000000001,560.8700000000001,46.00999999999999
2566,Dec,ตราด,50.44,147987.0,176453.0,142994.0,33459.0,1461.7500000000005,1008.4400000000004,453.31
2566,Dec,ตาก,75.29,161481.0,216350.0,212270.0,4080.0,764.4200000000001,742.0,22.42
2566,Dec,นครนายก,70.4,132308.0,238158.0,236708.0,1450.0,627.4999999999998,621.3599999999999,6.140000000000001
2566,Dec,นครปฐม,62.47,93106.0,406116.0,400869.0,5247.0,691.2200000000003,677.0000000000002,14.219999999999992
2566,Dec,นครพนม,79.31,69988.0,190542.0,177576.0,12966.0,357.93999999999994,325.94999999999993,31.989999999999995
2566,Dec,นครราชสีมา,81.96,499629.0,873946.0,851235.0,22711.0,2125.15,2049.86,75.29
2566,Dec,นครศรีธรรมราช,68.84,200761.0,380227.0,374995.0,5232.0,1345.31,1320.9900000000002,24.320000000000007
2566,Dec,นครสวรรค์,59.73,99992.0,209167.0,208049.0,1118.0,562.1600000000001,558.01,4.15
2566,Dec,นนทบุรี,60.3,101877.0,334668.0,316547.0,18121.0,555.3499999999999,511.6899999999998,43.66
2566,Dec,นราธิวาส,60.96,42366.0,98856.0,35089.0,63767.0,338.5800000000001,108.26999999999998,230.31000000000017
2566,Dec,น่าน,85.7,106884.0,151106.0,148584.0,2522.0,424.7300000000001,411.47000000000025,13.259999999999998
2566,Dec,บึงกาฬ,54.71,35654.0,77839.0,74871.0,2968.0,140.61,133.92000000000007,6.690000000000001
2566,Dec,บุรีรัมย์,70.75,147105.0,312066.0,307202.0,4864.0,763.4500000000003,749.2300000000002,14.220000000000006
2566,Dec,ปทุมธานี,57.03,75608.0,284828.0,259705.0,25123.0,466.2700000000002,412.0500000000002,54.22
2566,Dec,ประจวบศิรีขันธ์,79.43,543643.0,1096082.0,1036801.0,59281.0,5049.509999999998,4396.889999999999,652.6200000000001
2566,Dec,ปราจีนบุรี,53.0,72369.0,132489.0,131667.0,822.0,388.2499999999999,385.0,3.2500000000000018
2566,Dec,ปัตตานี,54.69,22674.0,51191.0,34555.0,16636.0,141.22000000000008,98.32000000000004,42.900000000000006
2566,Dec,พระนครศรีอยุธยา,68.43,97829.0,1016871.0,909877.0,106994.0,2164.22,1881.7199999999996,282.5
2566,Dec,พะเยา,74.63,51348.0,110006.0,105771.0,4235.0,288.2399999999998,276.22999999999985,12.010000000000003
2566,Dec,พังงา,71.67,115501.0,384000.0,165352.0,218648.0,4100.68,1048.13,3052.550000000001
2566,Dec,พัทลุง,64.59,45901.0,139622.0,137199.0,2423.0,275.5999999999999,270.30999999999995,5.289999999999997
2566,Dec,พิจิตร,56.78,32875.0,81917.0,81725.0,192.0,159.76,159.32,0.4399999999999999
2566,Dec,พิษณุโลก,57.76,158879.0,289238.0,273575.0,15663.0,880.6999999999998,820.5499999999997,60.14999999999999
2566,Dec,ภูเก็ต,70.31,1032905.0,1177757.0,256806.0,920951.0,42943.54999999999,2680.09,40263.45999999999
2566,Dec,มหาสารคาม,51.83,27104.0,53336.0,52412.0,924.0,89.13,86.87,2.259999999999999
2566,Dec,มุกดาหาร,56.9,46404.0,193054.0,181713.0,11341.0,353.31999999999994,325.4699999999998,27.849999999999994
2566,Dec,ยะลา,78.81,92604.0,172597.0,110188.0,62409.0,548.2399999999999,306.2400000000001,241.9999999999999
2566,Dec,ยโสธร,46.3,12043.0,48584.0,48166.0,418.0,74.91,73.78999999999999,1.1200000000000006
2566,Dec,ระนอง,54.35,56775.0,75766.0,72444.0,3322.0,273.0,257.4,15.6
2566,Dec,ระยอง,71.38,260464.0,487618.0,424854.0,62764.0,2283.2599999999998,1884.5499999999995,398.7099999999997
2566,Dec,ราชบุรี,60.57,96158.0,229813.0,221824.0,7989.0,452.54,430.8599999999999,21.679999999999996
2566,Dec,ร้อยเอ็ด,51.48,32342.0,72178.0,71507.0,671.0,122.2,120.57999999999998,1.6199999999999992
2566,Dec,ลพบุรี,60.54,69896.0,393430.0,391885.0,1545.0,635.9500000000003,632.5900000000004,3.3599999999999994
2566,Dec,ลำปาง,78.12,92798.0,216707.0,203431.0,13276.0,707.5600000000002,651.7800000000002,55.78
2566,Dec,ลำพูน,72.58,36115.0,144698.0,137556.0,7142.0,229.79999999999995,214.2,15.600000000000009
2566,Dec,ศรีษะเกษ,53.99,32683.0,97886.0,97197.0,689.0,154.16000000000005,152.40000000000003,1.7599999999999998
2566,Dec,สกลนคร,57.07,68973.0,176172.0,174127.0,2045.0,296.05,290.11,5.940000000000001
2566,Dec,สงขลา,83.11,383776.0,583884.0,359015.0,224869.0,4641.170000000002,2690.7200000000003,1950.4500000000007
2566,Dec,สตูล,68.67,96241.0,189021.0,137157.0,51864.0,981.6999999999998,731.3900000000001,250.30999999999997
2566,Dec,สมุทรปราการ,54.38,98062.0,310049.0,245559.0,64490.0,672.5499999999997,446.1399999999999,226.4099999999999
2566,Dec,สมุทรสงคราม,61.0,72215.0,500277.0,490802.0,9475.0,629.56,613.9199999999998,15.639999999999995
2566,Dec,สมุทรสาคร,45.75,32064.0,128742.0,127942.0,800.0,232.77,231.02,1.75
2566,Dec,สระบุรี,64.96,95689.0,487723.0,479690.0,8033.0,883.6800000000003,868.9200000000003,14.760000000000002
2566,Dec,สระแก้ว,55.75,51874.0,179198.0,142958.0,36240.0,546.9200000000002,460.6100000000001,86.30999999999997
2566,Dec,สิงห์บุรี,55.74,19053.0,71310.0,70526.0,784.0,122.83000000000004,121.48000000000008,1.35
2566,Dec,สุพรรณบุรี,66.2,99678.0,582038.0,578079.0,3959.0,1050.56,1039.0,11.559999999999995
2566,Dec,สุราษฎร์ธานี,82.19,545181.0,720591.0,384607.0,335984.0,10002.97,2446.199999999999,7556.77
2566,Dec,สุรินทร์,63.99,81776.0,117395.0,114406.0,2989.0,259.4100000000001,249.73,9.68
2566,Dec,สุโขทัย,43.89,65282.0,136156.0,115765.0,20391.0,351.2500000000001,290.06000000000006,61.18999999999998
2566,Dec,หนองคาย,68.42,97292.0,293794.0,220805.0,72989.0,611.2799999999997,461.9699999999997,149.30999999999997
2566,Dec,หนองบัวลำภู,46.36,10771.0,33057.0,32820.0,237.0,37.98999999999998,37.44999999999999,0.5400000000000001
2566,Dec,อำนาจเจริญ,41.76,7837.0,28290.0,27821.0,469.0,41.67999999999999,40.91999999999999,0.7600000000000002
2566,Dec,อุดรธานี,68.76,152799.0,414156.0,321737.0,92419.0,1084.1,807.2899999999997,276.8099999999999
2566,Dec,อุตรดิตถ์,54.21,55881.0,109293.0,108511.0,782.0,220.45000000000005,218.89,1.5600000000000005
2566,Dec,อุทัยธานี,56.17,34802.0,98781.0,98621.0,160.0,183.78000000000003,183.4,0.38
2566,Dec,อุบลราชธานี,57.69,104052.0,286140.0,283376.0,2764.0,688.98,681.1100000000001,7.870000000000001
2566,Dec,อ่างทอง,53.93,13160.0,95411.0,94559.0,852.0,127.45999999999997,126.25999999999996,1.2000000000000006
2566,Dec,เชียงราย,87.31,482436.0,682205.0,592406.0,89799.0,5618.789999999999,4610.239999999998,1008.5499999999996
2566,Dec,เชียงใหม่,90.72,824615.0,1240784.0,877578.0,363206.0,11131.669999999998,6956.529999999999,4175.140000000001
2566,Dec,เพชรบุรี,73.45,366431.0,1000082.0,976933.0,23149.0,3352.8,3161.44,191.36000000000007
2566,Dec,เพชรบูรณ์,66.82,250463.0,300889.0,295319.0,5570.0,1031.9199999999996,1014.0799999999996,17.840000000000003
2566,Dec,เลย,72.27,123255.0,202829.0,200416.0,2413.0,485.94,475.7499999999999,10.19
2566,Dec,แพร่,74.24,54304.0,131050.0,127748.0,3302.0,303.59000000000003,296.67,6.920000000000002
2566,Dec,แม่ฮ่องสอน,68.1,127960.0,137994.0,113499.0,24495.0,708.6899999999998,527.6599999999999,181.02999999999992
2566,Feb,กระบี่,69.4,250514.0,382499.0,229191.0,153308.0,5660.049999999999,2939.91,2720.14
2566,Feb,กรุงเทพมหานคร,74.48,2428397.0,4240162.0,2281696.0,1958466.0,61093.21,14466.82,46626.39
2566,Feb,กาญจนบุรี,64.08,297538.0,1204369.0,1182952.0,21417.0,3058.18,2944.81,113.37
2566,Feb,กาฬสินธุ์,57.87,26566.0,100835.0,99691.0,1144.0,125.88,122.72,3.16
2566,Feb,กำแพงเพชร,38.26,30430.0,66805.0,64369.0,2436.0,125.92,120.77,5.15
2566,Feb,ขอนแก่น,57.02,179768.0,318278.0,309634.0,8644.0,1021.66,994.61,27.05
2566,Feb,จันทบุรี,62.45,106656.0,335631.0,332773.0,2858.0,1064.61,1050.78,13.83
2566,Feb,ฉะเชิงเทรา,40.07,28650.0,427382.0,426374.0,1008.0,496.1,494.54,1.56
2566,Feb,ชลบุรี,66.58,1228955.0,1845288.0,1095770.0,749518.0,21957.42,6213.61,15743.81
2566,Feb,ชัยนาท,45.25,19525.0,77402.0,76892.0,510.0,113.03,112.24,0.79
2566,Feb,ชัยภูมิ,45.6,53529.0,93963.0,93453.0,510.0,147.48000000000002,146.24,1.24
2566,Feb,ชุมพร,59.47,96330.0,125958.0,124912.0,1046.0,472.93,468.68,4.25
2566,Feb,ตรัง,56.77,73114.0,115633.0,110234.0,5399.0,532.37,485.72,46.65
2566,Feb,ตราด,53.7,128164.0,149572.0,133481.0,16091.0,1077.78,856.44,221.34
2566,Feb,ตาก,64.8,136248.0,180599.0,175722.0,4877.0,591.14,573.5,17.64
2566,Feb,นครนายก,55.05,86268.0,128995.0,127954.0,1041.0,413.97,409.99,3.98
2566,Feb,นครปฐม,45.13,69269.0,255506.0,252246.0,3260.0,393.0100000000001,385.47,7.54
2566,Feb,นครพนม,79.48,66615.0,173969.0,165283.0,8686.0,257.11,244.61,12.5
2566,Feb,นครราชสีมา,64.69,363552.0,609671.0,597346.0,12325.0,1384.88,1345.5,39.38
2566,Feb,นครศรีธรรมราช,65.55,166986.0,274963.0,272666.0,2297.0,949.8,938.23,11.57
2566,Feb,นครสวรรค์,50.09,76878.0,169204.0,168379.0,825.0,462.99,460.49,2.5
